Text,Speaker,Episode,Season,Show
 Hey.,ROSS,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Wow, ooh, you're gonna be making money hand over fist!",PHOE,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
Credits,,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Monica's apartment. Monica and Phoebe are preparing for a barbecue for Rachel's birthday.],[Scene,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" OK, we got the cole slaw, we got the buns...",MNCA,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" We've got the ground-up flesh of formerly cute cows and turkeys, ew... [hands meat to Monica]",PHOE,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
[Chandler and Joey enter with charcoal.],,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 [in a deep voice] Men are here.,CHAN,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 We make fire. Cook meat.,JOEY,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Then put out fire by peeing, no get invited back.",CHAN,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Ewww!,MNCA/PHOE,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Oh Joey, Melanie called, said she's gonna be late.",MNCA,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Oh, OK.",JOEY,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 So how are things going with you two? Is she becoming your [provocatively] special someone?,PHOE,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" I don't know, she's, uh.... she's pretty great.",JOEY,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Yeah? What does she think of your little science project?,MNCA,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" What, you think I'm gonna tell a girl I like that I'm also seeing a cup?",JOEY,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Man's got a point.,MNCA,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Well, the tough thing is, she really wants to have s*x with me.",JOEY,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Crazy bitch.,CHAN,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Yeah, well, I still got a week left to go in the program, and according to the rules, if I want to get the money I'm not allowed to conduct any... ersonal experiments, if you know what I mean.",JOEY,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Joey... we always know what you mean.,MNCA,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
"[Time lapse. Chandler and Joey are making the fire, Monica and Phoebe are inside. Ross enters, carrying luggage.]",,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Hey.,PHOE,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Hey.,MNCA,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Hey. [Phoebe sees his bags],ROSS,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 How long did you think this barbecue was gonna last?,PHOE,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 I'm going to China.,ROSS,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Jeez, you say one thing, and...",PHOE,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 You're going to China?,MNCA,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Yeah, i-it's for the museum. Someone found a bone, we want the bone, but they don't want us to have the bone, so I'm going over there to try to persuade them to give us the bo--it's--it's a whole big bone thing. Anyway, I'm gonna be gone for like, uh... like a week, so, uh, if you wanna reach me, y-you can't. So here's my itinerary [hands a sheet of paper to Monica]. Um... here's a picture of me... [hands it to Monica]",ROSS,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Oh, let me see! [takes the picture]",PHOE,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" [to Monica]: Could you take it to Carol's every now and then, and show it to Ben, just so he doesn't forget me?",ROSS,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Yeah.,MNCA,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
[Phoebe puts the picture of Ross up to her face.],,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Hi, Ben. I'm your father. I am... the head. Aaaaaahhhh.... [puts picture down, sees Ross staring at her] Alright, this barbecue is gonna be very fun.",PHOE,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Hey, is Rachel here? Um, I wanted to wish her a happy birthday before I left.",ROSS,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Oh no, she's out having drinks with Carl.",MNCA,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Oh. [pause] Hey, who's Carl?",ROSS,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" You know, that guy she met at the coffeehouse.",MNCA,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 No.,ROSS,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Oh, well, see, there's this guy she met at the--",PHOE,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" At the coffeehouse, right.",ROSS,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" So you do know who he is! [laughs, Ross stares at her] Sorry.",PHOE,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" OK, I'm gonna go say goodbye to the guys.",ROSS,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Oh, hey, y'know what? Tell them that bone story.",PHOE,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
[Ross goes outisde on the balcony.],,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Hi.,ROSS,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Hey!,JOEY,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Hey!,CHAN,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 [sigh]....I have to go to China.,ROSS,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 The country?,JOEY,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" No no, this big pile of dishes in my mom's breakfront. Do you guys know who Carl is?",ROSS,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Uh, let's see... Alvin... Simon... Theodore.... no.",CHAN,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Well, Rachel's having drinks with him tonight.",ROSS,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Oh no! How can she do that when she's never shown any interest in you?!?,JOEY,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Forget about her.,CHAN,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" He's right, man. Please. Move on. Go to China. Eat Chinese food.",JOEY,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Course there, they just call it food.",CHAN,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Yeah... I guess. I don't--I don't know. Alright, just... just give her this for me, OK? [gives Chandler a gift for Rachel]",ROSS,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Listen, buddy, we're just looking out for you.",JOEY,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 I know.,ROSS,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" We want you to be happy. And I may only have a couple beers in me, but... I love you, man. [Joey gives Ross a hug]",JOEY,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 I'm still on my first. I just think you're nice.,CHAN,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
"[Time lapse. Melanie (MELN), Joey's girlfriend, is there with Joey, Chandler, Monica, Phoebe, and Rachel. Ross is gone.]",,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Anyway, that's when me and my friends started this whole fruit basket business. We call ourselves 'The Three Basketeers.'",MELN,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Like the three musketeers, only with fruit.",JOEY,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 [sarcastic] Ooooh. [looks dumbfounded at Joey's stupidity],CHAN,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" [gets up] OK, how does everybody like their burgers?",MNCA,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Oh, no, no, no. Presents first. Food later. [walks into living room]",RACH,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
[Everyone follows Rachel to the living room. Monica pulls Joey aside.],,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Hey, hold on there, tiger. How's it going? How you holding up?",MNCA,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Well, not so good. She definitely thinks tonight is the night we're gonna... complete the transaction, if you know what I--",JOEY,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
[Monica rolls her eyes.],,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Then you do. Heh, heh.",JOEY,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" So, uh, have you ever thought about being there for her?",MNCA,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 What do you mean?,JOEY,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Y'know, just be there for her.",MNCA,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
[Long pause... Joey looks confused.],,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Not following you.,JOEY,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Think about it.,MNCA,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
[They both walk over to where Rachel is opening her gifts. Rachel sees her first gift is a fruit basket.],,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" OK, I'm guessing this is from...",RACH,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
[Melanie smiles.],,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Well, thank you, Melanie.",RACH,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" [pointing out a gift] OK, this one right here is from me.",CHAN,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" [picks it up] OK... ah, it's light... [shakes it]...it rattles... it's... [opens it] Travel Scrabble! Oooohhh, thank you! [she gives it back to him]",RACH,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
[Chandler looks dejected. Rachel picks up another gift.],,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 This one's from Joey... feels like a book. Thinks it's a book... feels like a book. And...[opens it]...it's a book!,RACH,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Oh, it's Dr. Seuss!",PHOE,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 [to Rachel]: That book got me through some tough times.,JOEY,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 There is a little child inside this man!,MELN,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Yes, the doctors say if they remove it, he'll die.",CHAN,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
[Rachel picks up the next gift.],,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Who's this from?,RACH,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Oh, that's Ross's.",CHAN,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Oh... [opens it]... [sees it is a pin] Oh my God. He remembered.,RACH,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Remembered what?,PHOE,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" It was like months ago. We were walking by this antique store, and I saw this pin in the window, and I told him it was just like one my grandmother had when I was a little girl. Oh! I can't believe he remembered!",RACH,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Well, sure, but can you play it on a plane? [pats his Travel Scrabble game]",CHAN,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Oh, it's so pretty. This must have cost him a fortune.",PHOE,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 I can't believe he did this.,MNCA,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Come on, Ross? Remember back in college, when he fell in love with Carol and bought her that ridiculously expensive crystal duck?",CHAN,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
[Everyone looks at him. He realizes he just spilled the beans about Ross's crush on Rachel.],,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 What did you just say?,RACH,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 [panicked] ahem... um... Crystal duck.,CHAN,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" No, no, no.... the, um, the... 'love' part?",RACH,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 [stuttering incoherently] F-hah.... flennin....,CHAN,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Oh.... my God.,RACH,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" [rubbing his temples] Oh, no no no no no....",CHAN,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" [pats Chandler on the leg] That's good, just keep rubbing your head. That'll turn back time.",JOEY,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
COMMERCIAL BREAK,,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Same as before, a few moments later.]",[Scene,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" I mean, this is unbelievable.",RACH,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" I know. This is really, really huge.",PHOE,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 No it's not. It's small. It's tiny. It's petite. It's wee.,CHAN,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Nuh-uh. I don't think any of our lives are ever gonna be the same ever again.,PHOE,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" OK, is there a mute button on this woman?",CHAN,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" I think this is so great! I mean, you and Ross! D-did you have any idea?",MNCA,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" No! None! I mean, my first night in the city, he mentioned something about asking me out, but nothing ever happened, so I just... [to Joey]: W-well, what else did he say? I mean, does he, like, want to go out with me?",RACH,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Well, given that he's desperately in love with you, he probably wouldn't mind getting a cup of coffee or something.",JOEY,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Ross? All this time? Well, I've got to talk to him. [gets up to leave]",RACH,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 [quickly] H-He's in China!,CHAN,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 The country.,JOEY,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" No, no, wait. [checks Ross's itinerary] His flight doesn't leave for another forty-five more minutes.",MNCA,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 What about the time difference?,CHAN,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 From here to the airport?,MNCA,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Yes! [Rachel walks towards door] You're never gonna make it!,CHAN,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Rachel, what're you gonna say to him?",MNCA,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 I-I-I don't know.,RACH,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Well then maybe you shouldn't go.,CHAN,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" He's right, cause if you're just gonna, like, break his heart, that's the kind of thing that can wait.",JOEY,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Yeah, but if it's good news, you should tell him now.",MNCA,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 I don't know. Maybe I'll know when I see him.,RACH,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Here, look, alright, does this help?",PHOE,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
"[Phoebe gets up, holds the picture of Ross up to her face.]",,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Noooo... look, all I know is that I cannot wait a week until I see him. I mean, this is just too big. Y'know, I just, I've just gotta talk to him. I... I gotta... OK, I'll see you later. [opens door]",RACH,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Rachel, I love you! Deal with me first! [she leaves]",CHAN,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Airport. Ross has headphones on, and is listening to a 'How To Speak Chinese' tape. Occasionally, he makes an outburst in Chinese in accordance with the tape. He is getting on the jetway. The flight attendant (FLGT) is there.]",[Scene,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 [something in Chinese],ROSS,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Alright!,FLGT,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Ni-chou chi-ma! [walks onto jetway],ROSS,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
"[Rachel runs into the airport, trying to catch Ross, moving people out of the way.]",,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Ross! Excuse me, pardon me, excuse me....",RACH,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
[Rachel gets up to the jetway.],,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Hi!,FLGT,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Hi.,RACH,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 May I see your boarding pass?,FLGT,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Oh, no, no, I don't have one. I just need to talk to my friend.",RACH,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Oh, oooh. I'm sorry. You are not allowed on the jetway unless you have a boarding pass.",FLGT,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" No, I know, but I--he just went on. He's right there, he's got the blue jacket on, I... can I j-just...",RACH,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 No no no! Federal regulations!,FLGT,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" OK, alright, OK, um... then could you please, uh... just give him a message for me? Please? This is very important.",RACH,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Alright. What's the message?,FLGT,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Uh... I don't know.,RACH,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" On the jetway. The flight attendant enters, walks past Ross, and approaches an older man with his wife who is also wearing a blue jacket.]",[Scene,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Sir? Sir? Excuse me, sir? Uh... I have a message for you.",FLGT,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 [confused] What?,MAN,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" It's from Rachel. She said that she loved the present, and she will see you when you get back.",FLGT,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" [to wife]: Toby... Oh, for God's sake, I don't know what she's talking about! There's no Rachel! Don't give me that deep freeze.",MAN,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Joey's bedroom. He and Melanie are in bed together.],[Scene,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Mmmmmm... Oh, Joey, Joey, Joey... I think I blacked out there for a minute!",MELN,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Heh, heh. It was nothin'.",JOEY,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Well, now we've gotta find something fun for you! [she starts kissing his chest]",MELN,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" [panicked] Uhhh.. y'know what? Forget about me. Let's, uh... let's give you another turn.",JOEY,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 [surprised] M-Me again?,MELN,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Sure! Why not?,JOEY,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Boy, somebody's gonna get a big fruit basket tomorrow.",MELN,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
[Joey starts to kiss her.],,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Oooh, I gotta tell you... you are nothing like I thought you would be.",MELN,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 How do you mean?,JOEY,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" I don't know, I-I guess I just had you pegged as one of those guys who're always 'me, me, me.' But you... you're a giver. You're like the most generous man I ever met. I mean... you're practically a woman.",MELN,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Monica's apartment. Monica, Phoebe, and Rachel are there. Monica is holding the wrapping paper from one of Rachel's gifts.]",[Scene,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Uh, so, uh, Rach, uh... do you wanna save this wrapping paper, I mean, it's only a little bit torn... so are you gonna go for it with Ross or should I just throw it out?",MNCA,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" I don't know. I don't know... I thought about it all the way there, and I thought about it all the way back... and, uh, oh, you guys, y'know, it's Ross. Y'know what I mean? I mean, it's Ross.",RACH,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Sure.,PHOE/MNCA,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" I don't know, I mean, this is just my initial gut feeling... but I'm thinking... oh, I'm thinking it'd be really great.",RACH,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Oh my God, me too! Oh! Oh, we'd be like friends-in-law! Y'know what the best part is? The best part is that you already know everything about him! I mean, it's like starting on the fifteenth date!",MNCA,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Yeah, but, y'know, it's... it would be like starting on the fifteenth date.",PHOE,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Another good point.,MNCA,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" No, I mean, I mean, when you're at the fifteenth date, y'know, you're already in a very relationshippy place. Y'know, it's... you're committed.",PHOE,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 [confused] Huh?,RACH,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Well, I mean, then what happens if it doesn't work out?",PHOE,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Why isn't it working out?,MNCA,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 I don't know... sometimes it doesn't.,RACH,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Is he not cute enough for you?,MNCA,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 No!,RACH,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Does he not make enough money?,MNCA,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" No, I'm just....",RACH,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Maybe there's someone else.,PHOE,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Wha--,RACH,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Is there? Is there someone else?,MNCA,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 No! There is.. there is noone else!,RACH,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Then why the hell are you dumping my brother?!?,MNCA,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Chandler and Joey's apartment. Chandler is eating breakfast, Joey quietly opens his bedroom door.]",[Scene,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Hey, big--",CHAN,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Shhhh!,JOEY,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 [quietly] --spender.,CHAN,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 She's still asleep.,JOEY,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 So how'd it go?,CHAN,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Oh, it was amazing. You know how you always think you're great in bed?",JOEY,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 The fact that you'd even ask that question shows how little you know me.,CHAN,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Well, it's like, last night, I couldn't do the thing that usually makes me great. So I had to do all this other stuff. And the response I got... man, oh man, it was like a ticker tape parade!",JOEY,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Yes, I know, as it happens my room is very very close to the parade route.",CHAN,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" It was amazing! And not just for her... uh-uh. For me, too. It's like, all of a sudden, I'm blind. But all my other senses are heightened, y'know? It's like... I was able to appreciate it on another level.",JOEY,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 I didn't know you had another level.,CHAN,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 I know! Neither did I!,JOEY,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Monica's apartment, one week later. Monica is seated, Rachel comes out of her bedroom.]",[Scene,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Hey, great skirt! Birthday present?",MNCA,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Yeah.,RACH,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Oh, from who?",MNCA,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 From you. I exchanged the blouse you got me.,RACH,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Well, it's the thought. Hey, doesn't Ross's flight get in in a couple hours? At gate 27-B?",MNCA,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Uh, yeah. Uh, Monica, y'know, honey, I've been thinking about it and I've decided this--this whole Ross thing, it's just not a good idea.",RACH,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Oh, why?",MNCA,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Because, I feel like I wouldn't just be going out with him. I would be going out with all of you. Oh, and there would just be all this pressure, and I don't wanna--",RACH,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" [gets up] No, no, no, no, no, no pressure, no pressure!",MNCA,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Monica, nothing has even happened yet, and you're already so...",RACH,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" I am not 'so'! OK, I was a teensy bit weird at first, but... I'll be good. I promise.",MNCA,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
[Door buzzer goes off. Rachel answers it.],,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Who is it?,RACH,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" It's me, Carl.",VOICE,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 C'mon up.,RACH,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Behind my brother's back? [Rachel glares at her] ... is exactly the kind of crazy thing you won't be hearing from me.,MNCA,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Chandler and Joey's apartment. Chandler is seated, and the apartment is filled with baskets of fruit. Joey enters, check in hand.]",[Scene,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 Seven hundred bucks!,JOEY,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Alright, you did it! Do we have any fruit?",CHAN,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Man, hell of a two weeks, huh? Y'know what, though? I really feel like I learned something.",JOEY,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Really? So, you're gonna stick with this 'it's all for her' thing?",CHAN,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" What, are you crazy? When a blind man gets his sight back, does he walk around like this? [Joey closes his eyes and walks around with arms spread.]",JOEY,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" The balcony of Monica's apartment. Rachel is having drinks with her date, Carl.]",[Scene,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" I'm just sayin', if I see one more picture of Ed Begley, Jr. in that stupid electric car, I'm gonna shoot myself! I mean, don't get me wrong... I'm not against environmental issues per se.... it's just that guy!",CARL,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
"[Rachel looks bored. At this point, Ross--a figment of Rachel's imagination-- shows up on the balcony and starts talking to her.]",,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 I can't believe you'd rather go out with him than me.,ROSS,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Would you excuse me, please? I'm trying to have a date here.",RACH,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Fine, just stop thinking about me.",ROSS,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
"[She tries, and Ross disappears momentarily. He reappears, standing closer to her.]",,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
" Can't do it, can you?",ROSS,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
 So I'm thinking about you. So what?,RACH,Episode-24-The One Where Rachel Finds Out,Season-01,Friends
